LeadMaleLat,LeadMaleLong,LeadFemaleLat,LeadFemaleLong,TurtleLat,TurtleLong,LeadWheelchairMaleLat,LeadWheelchairMaleLong,LeadWheelchairFemaleLat,LeadWheelchairFemaleLong,FinalWheelchairLat,FinalWheelchairLong,pace350Lat,pace350Long,pace355Lat,pace355Long,pace425Lat,pace425Long,pace430Lat,pace430Long,pace500Lat,pace500Long,pace510Lat,pace510Long
41.874499,-87.618938,41.874508,-87.618813,41.874547,-87.618981,41.874517,-87.618878,,,41.874628,-87.618918,41.874508,-87.618844,29.685908,-95.089402,,,,,,,,,
